"destination","prefix","rate","initial","additional","effective"
"U.K.-GUERNSEY AIRTEL-MOBILE","4478397","0.21428600","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478640","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478641","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478642","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478643","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478644","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478645","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478646","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478647","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478648","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478649","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478720","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478721","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478722","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478723","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478724","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478725","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478726","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478727","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478728","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478729","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478730","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478731","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478732","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478733","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478734","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478735","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478736","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478737","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478738","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478739","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478740","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478741","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478742","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478743","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478744","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478745","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478746","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478747","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478748","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478749","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478920","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478921","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478922","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478923","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478924","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478925","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478926","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478927","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478928","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478929","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478930","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478931","0.06685700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478932","0.01785700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478933","0.21571400","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478934","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478935","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478936","0.01785700","1","1","2015-05-01 00:00:00"
"U.K.-O2-MOBILE","4478937","0.01785700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4478938","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4478939","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4479110","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM MOBILE JERSEY TELECOM","4479111","0.18442900","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479112","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM MOBILE JERSEY TELECOM","4479117","0.18442900","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479118","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479780","0.06685700","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479781","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4479782","0.21571400","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4479783","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479784","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4479785","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479786","0.06685700","1","1","2015-05-01 00:00:00"
"UNITED KINGDOM OTHER MOBILE","4479788","0.21571400","1","1","2015-05-01 00:00:00"
"UK TIER1 MOBILE","4479789","0.06685700","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525980","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525981","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525982","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525983","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","4525984","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525985","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525986","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525987","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TDC MIL","4525988","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M TELENOR","4525989","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531310","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531311","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M OTHER","4531312","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531313","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531314","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531315","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531316","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531317","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531318","0.01428600","1","1","2015-05-01 00:00:00"
"DENMARK-M HI3G","4531319","0.01428600","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4670190","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4670191","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4670192","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4670193","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4670194","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4670195","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4670196","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4670197","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4670198","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671901","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671902","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671903","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671904","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671905","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671906","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671907","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671908","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671909","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671911","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671912","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671913","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671914","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671915","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671916","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671917","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671918","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4671919","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672051","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672052","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672053","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672054","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4672055","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4672056","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672057","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672058","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4672059","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672401","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672402","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672403","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672404","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672405","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672406","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672407","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672408","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4672409","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673120","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673122","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673123","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673124","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673125","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673126","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673127","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673128","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673129","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673170","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4673171","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673172","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673173","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673174","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673175","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673176","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673177","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673178","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673179","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673450","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673451","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673452","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673453","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673454","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673455","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4673456","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673457","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673458","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4673459","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4673461","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673462","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673463","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673464","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673465","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673466","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673467","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673468","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4673469","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676470","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676471","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676472","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676473","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676474","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676475","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676476","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676477","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676478","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676479","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676660","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676661","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676662","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676663","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676664","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676665","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676666","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676667","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4676668","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676669","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676670","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676671","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676672","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676673","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676674","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676675","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676676","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELIA","4676677","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676678","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676679","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676690","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676691","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676692","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676693","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676694","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676695","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676696","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676697","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676698","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676699","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676720","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676721","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676722","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676723","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676724","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELE2","4676725","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M TELENOR","4676727","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676728","0.01542900","1","1","2015-05-01 00:00:00"
"SWEDEN-M OTHR","4676729","0.01542900","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869961","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869962","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869963","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869964","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869965","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869966","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869968","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4869969","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869971","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869972","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869973","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869975","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869976","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4869977","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4869979","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4872971","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND PLUS GSM MOBILE","4872976","0.01414300","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873931","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873932","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873933","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873934","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873935","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873936","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873937","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873938","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M OTHR","4873939","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4878021","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4878022","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4878023","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4878024","0.01628600","1","1","2015-05-01 00:00:00"
"POLAND-M P4","4878027","0.01628600","1","1","2015-05-01 00:00:00"
"GERMANY-VIRTUAL SERVICE-FIXED","4988228","0.00571400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022200","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022201","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022202","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022203","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022204","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022205","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022206","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022207","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022220","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022221","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022222","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022223","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022229","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022230","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022232","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022238","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022242","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022243","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022244","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022245","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022246","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022247","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022250","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022251","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022253","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022254","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022255","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022256","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022257","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022258","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022259","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022260","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022261","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022267","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022268","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022269","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022270","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022277","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022278","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA MOVISTAR MOBILE","5022279","0.13828600","1","1","2015-05-01 00:00:00"
"GUATEMALA FIX TELNR","5022283","0.10000000","1","1","2015-05-01 00:00:00"
"GUATEMALA FIX CABLE","5022285","0.11928600","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022286","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022288","0.08171400","1","1","2015-05-01 00:00:00"
"GUATEMALA TELGUA","5022289","0.08171400","1","1","2015-05-01 00:00:00"
