Prefix,Effective Date,InternationalRate,Description
57564288,2/27/2015,0.02933,Colombia - Cartagena
57564289,2/27/2015,0.02933,Colombia - Cartagena
57564290,2/27/2015,0.02933,Colombia - Cartagena
57564291,2/27/2015,0.02933,Colombia - Cartagena
57564292,2/27/2015,0.02933,Colombia - Cartagena
57564293,2/27/2015,0.02933,Colombia - Cartagena
57564295,2/27/2015,0.02933,Colombia - Cartagena
57564296,2/27/2015,0.02933,Colombia - Cartagena
57564297,2/27/2015,0.02933,Colombia - Cartagena
57564298,2/27/2015,0.02933,Colombia - Cartagena
57564299,2/27/2015,0.02933,Colombia - Cartagena
57564670,2/27/2015,0.02933,Colombia - Cartagena
57564671,2/27/2015,0.02933,Colombia - Cartagena
57564672,2/27/2015,0.02933,Colombia - Cartagena
57564673,2/27/2015,0.02933,Colombia - Cartagena
57564674,2/27/2015,0.02933,Colombia - Cartagena
57568940,2/27/2015,0.02933,Colombia - Cartagena
57568941,2/27/2015,0.02933,Colombia - Cartagena
57568942,2/27/2015,0.02933,Colombia - Cartagena
57568943,2/27/2015,0.02933,Colombia - Cartagena
57568944,2/27/2015,0.02933,Colombia - Cartagena
57591560,2/27/2015,0.02933,Colombia - Cartagena
57591561,2/27/2015,0.02933,Colombia - Cartagena
57591562,2/27/2015,0.02933,Colombia - Cartagena
57591563,2/27/2015,0.02933,Colombia - Cartagena
57591564,2/27/2015,0.02933,Colombia - Cartagena
57591570,2/27/2015,0.02933,Colombia - Cartagena
57591571,2/27/2015,0.02933,Colombia - Cartagena
57591572,2/27/2015,0.02933,Colombia - Cartagena
57591573,2/27/2015,0.02933,Colombia - Cartagena
57687,2/27/2015,0.02093,Colombia - Manizales
57688,2/27/2015,0.02093,Colombia - Manizales
576890,2/27/2015,0.02093,Colombia - Manizales
576891,2/27/2015,0.02093,Colombia - Manizales
576897,2/27/2015,0.02093,Colombia - Manizales
576898,2/27/2015,0.02093,Colombia - Manizales
576899,2/27/2015,0.02093,Colombia - Manizales
5768517,2/27/2015,0.02093,Colombia - Manizales
5768930,2/27/2015,0.02093,Colombia - Manizales
5768931,2/27/2015,0.02093,Colombia - Manizales
5768932,2/27/2015,0.02093,Colombia - Manizales
5768933,2/27/2015,0.02093,Colombia - Manizales
5768940,2/27/2015,0.02093,Colombia - Manizales
5768941,2/27/2015,0.02093,Colombia - Manizales
5768942,2/27/2015,0.02093,Colombia - Manizales
5768943,2/27/2015,0.02093,Colombia - Manizales
5769098,2/27/2015,0.02093,Colombia - Manizales
5769108,2/27/2015,0.02093,Colombia - Manizales
5769109,2/27/2015,0.02093,Colombia - Manizales
57689340,2/27/2015,0.02093,Colombia - Manizales
57689341,2/27/2015,0.02093,Colombia - Manizales
57689342,2/27/2015,0.02093,Colombia - Manizales
57689343,2/27/2015,0.02093,Colombia - Manizales
57689344,2/27/2015,0.02093,Colombia - Manizales
57689345,2/27/2015,0.02093,Colombia - Manizales
57689346,2/27/2015,0.02093,Colombia - Manizales
57689347,2/27/2015,0.02093,Colombia - Manizales
57691000,2/27/2015,0.02093,Colombia - Manizales
57691001,2/27/2015,0.02093,Colombia - Manizales
57691075,2/27/2015,0.02093,Colombia - Manizales
57691076,2/27/2015,0.02093,Colombia - Manizales
57691077,2/27/2015,0.02093,Colombia - Manizales
57691078,2/27/2015,0.02093,Colombia - Manizales
57691079,2/27/2015,0.02093,Colombia - Manizales
5740,2/27/2015,0.02533,Colombia - Medellin
5742,2/27/2015,0.02533,Colombia - Medellin
5743,2/27/2015,0.02533,Colombia - Medellin
5744,2/27/2015,0.02533,Colombia - Medellin
5745,2/27/2015,0.02533,Colombia - Medellin
57415,2/27/2015,0.02533,Colombia - Medellin
57460,2/27/2015,0.02533,Colombia - Medellin
57461,2/27/2015,0.02533,Colombia - Medellin
57490,2/27/2015,0.02533,Colombia - Medellin
57495,2/27/2015,0.02533,Colombia - Medellin
574913,2/27/2015,0.02533,Colombia - Medellin
574914,2/27/2015,0.02533,Colombia - Medellin
574917,2/27/2015,0.02533,Colombia - Medellin
574922,2/27/2015,0.02533,Colombia - Medellin
574925,2/27/2015,0.02533,Colombia - Medellin
5748500,2/27/2015,0.02533,Colombia - Medellin
5748506,2/27/2015,0.02533,Colombia - Medellin
5749120,2/27/2015,0.02533,Colombia - Medellin
5749125,2/27/2015,0.02533,Colombia - Medellin
5749126,2/27/2015,0.02533,Colombia - Medellin
5749127,2/27/2015,0.02533,Colombia - Medellin
5749128,2/27/2015,0.02533,Colombia - Medellin
5749129,2/27/2015,0.02533,Colombia - Medellin
57485017,2/27/2015,0.02533,Colombia - Medellin
57485018,2/27/2015,0.02533,Colombia - Medellin
57485019,2/27/2015,0.02533,Colombia - Medellin
57491100,2/27/2015,0.02533,Colombia - Medellin
573,2/27/2015,0.0496,Colombia - Mobile
57350,2/27/2015,0.06267,Colombia - Mobile - Avantel
57310,2/27/2015,0.0248,Colombia - Mobile - Comcel
57311,2/27/2015,0.0248,Colombia - Mobile - Comcel
57312,2/27/2015,0.0248,Colombia - Mobile - Comcel
57313,2/27/2015,0.0248,Colombia - Mobile - Comcel
57314,2/27/2015,0.0248,Colombia - Mobile - Comcel
57320,2/27/2015,0.0248,Colombia - Mobile - Comcel
57321,2/27/2015,0.0248,Colombia - Mobile - Comcel
57322,2/27/2015,0.0248,Colombia - Mobile - Comcel
57315,2/27/2015,0.05733,Colombia - Mobile - Movistar
57316,2/27/2015,0.05733,Colombia - Mobile - Movistar
57317,2/27/2015,0.05733,Colombia - Mobile - Movistar
57318,2/27/2015,0.05733,Colombia - Mobile - Movistar
57319,2/27/2015,0.05733,Colombia - Mobile - Movistar
57300,2/27/2015,0.06933,Colombia - Mobile - Tigo
57301,2/27/2015,0.06933,Colombia - Mobile - Tigo
57302,2/27/2015,0.06933,Colombia - Mobile - Tigo
57303,2/27/2015,0.06933,Colombia - Mobile - Tigo
57304,2/27/2015,0.06933,Colombia - Mobile - Tigo
57305,2/27/2015,0.06933,Colombia - Mobile - Tigo
572270,2/27/2015,0.0304,Colombia - Palmira
572271,2/27/2015,0.0304,Colombia - Palmira
572272,2/27/2015,0.0304,Colombia - Palmira
572273,2/27/2015,0.0304,Colombia - Palmira
572274,2/27/2015,0.0304,Colombia - Palmira
572275,2/27/2015,0.0304,Colombia - Palmira
572281,2/27/2015,0.0304,Colombia - Palmira
572287,2/27/2015,0.0304,Colombia - Palmira
5722760,2/27/2015,0.0304,Colombia - Palmira
5722761,2/27/2015,0.0304,Colombia - Palmira
5722802,2/27/2015,0.0304,Colombia - Palmira
5722803,2/27/2015,0.0304,Colombia - Palmira
5722807,2/27/2015,0.0304,Colombia - Palmira
5722808,2/27/2015,0.0304,Colombia - Palmira
5722809,2/27/2015,0.0304,Colombia - Palmira
5722830,2/27/2015,0.0304,Colombia - Palmira
5722856,2/27/2015,0.0304,Colombia - Palmira
5722857,2/27/2015,0.0304,Colombia - Palmira
5722858,2/27/2015,0.0304,Colombia - Palmira
5722859,2/27/2015,0.0304,Colombia - Palmira
5722860,2/27/2015,0.0304,Colombia - Palmira
5722861,2/27/2015,0.0304,Colombia - Palmira
5722862,2/27/2015,0.0304,Colombia - Palmira
5722864,2/27/2015,0.0304,Colombia - Palmira
5722865,2/27/2015,0.0304,Colombia - Palmira
5722866,2/27/2015,0.0304,Colombia - Palmira
5722867,2/27/2015,0.0304,Colombia - Palmira
5722868,2/27/2015,0.0304,Colombia - Palmira
5722869,2/27/2015,0.0304,Colombia - Palmira
57228310,2/27/2015,0.0304,Colombia - Palmira
57228311,2/27/2015,0.0304,Colombia - Palmira
57228312,2/27/2015,0.0304,Colombia - Palmira
57228557,2/27/2015,0.0304,Colombia - Palmira
57228558,2/27/2015,0.0304,Colombia - Palmira
57228559,2/27/2015,0.0304,Colombia - Palmira
57228630,2/27/2015,0.0304,Colombia - Palmira
57228631,2/27/2015,0.0304,Colombia - Palmira
57228632,2/27/2015,0.0304,Colombia - Palmira
57228633,2/27/2015,0.0304,Colombia - Palmira
57228636,2/27/2015,0.0304,Colombia - Palmira
57228637,2/27/2015,0.0304,Colombia - Palmira
57228638,2/27/2015,0.0304,Colombia - Palmira
57228639,2/27/2015,0.0304,Colombia - Palmira
57292920,2/27/2015,0.0304,Colombia - Palmira
57292921,2/27/2015,0.0304,Colombia - Palmira
57292922,2/27/2015,0.0304,Colombia - Palmira
57631,2/27/2015,0.02,Colombia - Pereira
57632,2/27/2015,0.02,Colombia - Pereira
576330,2/27/2015,0.02,Colombia - Pereira
576331,2/27/2015,0.02,Colombia - Pereira
576332,2/27/2015,0.02,Colombia - Pereira
576333,2/27/2015,0.02,Colombia - Pereira
576334,2/27/2015,0.02,Colombia - Pereira
576335,2/27/2015,0.02,Colombia - Pereira
576336,2/27/2015,0.02,Colombia - Pereira
576337,2/27/2015,0.02,Colombia - Pereira
576338,2/27/2015,0.02,Colombia - Pereira
576340,2/27/2015,0.02,Colombia - Pereira
576341,2/27/2015,0.02,Colombia - Pereira
576344,2/27/2015,0.02,Colombia - Pereira
576345,2/27/2015,0.02,Colombia - Pereira
576346,2/27/2015,0.02,Colombia - Pereira
576347,2/27/2015,0.02,Colombia - Pereira
576348,2/27/2015,0.02,Colombia - Pereira
576349,2/27/2015,0.02,Colombia - Pereira
576351,2/27/2015,0.02,Colombia - Pereira
576909,2/27/2015,0.02,Colombia - Pereira
576916,2/27/2015,0.02,Colombia - Pereira
576917,2/27/2015,0.02,Colombia - Pereira
5763390,2/27/2015,0.02,Colombia - Pereira
5763391,2/27/2015,0.02,Colombia - Pereira
5769563,2/27/2015,0.02,Colombia - Pereira
57633987,2/27/2015,0.02,Colombia - Pereira
57633988,2/27/2015,0.02,Colombia - Pereira
57633989,2/27/2015,0.02,Colombia - Pereira
57634315,2/27/2015,0.02,Colombia - Pereira
57634316,2/27/2015,0.02,Colombia - Pereira
57634317,2/27/2015,0.02,Colombia - Pereira
57634318,2/27/2015,0.02,Colombia - Pereira
57634319,2/27/2015,0.02,Colombia - Pereira
269,2/27/2015,0.256,Comoros
2693,2/27/2015,0.34467,Comoros - Mobile
2698,2/27/2015,0.39333,Comoros - Premium Services
2699,2/27/2015,0.39333,Comoros - Premium Services
269391,2/27/2015,0.39333,Comoros - Premium Services
2693905,2/27/2015,0.39333,Comoros - Premium Services
2693906,2/27/2015,0.39333,Comoros - Premium Services
2693907,2/27/2015,0.39333,Comoros - Premium Services
2693908,2/27/2015,0.39333,Comoros - Premium Services
2693909,2/27/2015,0.39333,Comoros - Premium Services
2699000,2/27/2015,0.40667,Comoros - WiAir
2699001,2/27/2015,0.40667,Comoros - WiAir
2699002,2/27/2015,0.40667,Comoros - WiAir
2699003,2/27/2015,0.40667,Comoros - WiAir
2699004,2/27/2015,0.40667,Comoros - WiAir
2699105,2/27/2015,0.40667,Comoros - WiAir
2699106,2/27/2015,0.40667,Comoros - WiAir
2699107,2/27/2015,0.40667,Comoros - WiAir
2699108,2/27/2015,0.40667,Comoros - WiAir
2699109,2/27/2015,0.40667,Comoros - WiAir
242,2/27/2015,0.46133,Congo
242800,2/27/2015,0.44667,Congo - Equator
24205,2/27/2015,0.53133,Congo - Mobile - Airtel
24201,2/27/2015,0.414,Congo - Mobile - Azur
24206,2/27/2015,0.39333,Congo - Mobile - MTN
24204,2/27/2015,0.43733,Congo - Mobile - Warid
243,2/27/2015,0.28493,Congo (DR)
24390,2/27/2015,0.296,Congo (DR) - Mobile - Africell
24397,2/27/2015,0.29867,Congo (DR) - Mobile - Airtel
24398,2/27/2015,0.29867,Congo (DR) - Mobile - Airtel
24399,2/27/2015,0.29867,Congo (DR) - Mobile - Airtel
24384,2/27/2015,0.23333,Congo (DR) - Mobile - Orange
24385,2/27/2015,0.23333,Congo (DR) - Mobile - Orange
24378,2/27/2015,0.32667,Congo (DR) - Mobile - Other
24388,2/27/2015,0.32667,Congo (DR) - Mobile - Other
24387,2/27/2015,0.46667,Congo (DR) - Mobile - Tatem
24380,2/27/2015,0.29573,Congo (DR) - Mobile - Tigo
24389,2/27/2015,0.29573,Congo (DR) - Mobile - Tigo
24381,2/27/2015,0.24667,Congo (DR) - Mobile - Vodacom
24382,2/27/2015,0.24667,Congo (DR) - Mobile - Vodacom
24342,2/27/2015,1.4,Congo (DR) - Premium Rate Services
24343,2/27/2015,1.4,Congo (DR) - Premium Rate Services
24386,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243123,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243124,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243127,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243133,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243141,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243738,2/27/2015,1.4,Congo (DR) - Premium Rate Services
243770,2/27/2015,1.4,Congo (DR) - Premium Rate Services
2438099,2/27/2015,0.34,Congo (DR) - PRS - Phonegroup
682,2/27/2015,0.79667,Cook Islands
506,2/27/2015,0.01427,Costa Rica
5064,2/27/2015,0.04533,Costa Rica - Fixed - High Cost
5067,2/27/2015,0.0644,Costa Rica - Mobile - Claro
5065,2/27/2015,0.05467,Costa Rica - Mobile - Other
5068,2/27/2015,0.05467,Costa Rica - Mobile - Other
5066,2/27/2015,0.0828,Costa Rica - Mobile - Telefonica
385,2/27/2015,0.00893,Croatia
38598,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
38599,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
385970,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
385976,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
385977,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
385979,2/27/2015,0.06493,Croatia - Mobile - HT Mobile
38595,2/27/2015,0.06493,Croatia - Mobile - Tele2
385901,2/27/2015,0.06493,Croatia - Mobile - Tele2
38591,2/27/2015,0.06493,Croatia - Mobile - VipNet
38592,2/27/2015,0.06493,Croatia - Mobile - VipNet
53,2/27/2015,0.78653,Cuba
357,2/27/2015,0.00813,Cyprus
35797,2/27/2015,0.028,Cyprus - Mobile - Cytamobile - Vodafone
35799,2/27/2015,0.028,Cyprus - Mobile - Cytamobile - Vodafone
35712397,2/27/2015,0.028,Cyprus - Mobile - Cytamobile - Vodafone
35712399,2/27/2015,0.028,Cyprus - Mobile - Cytamobile - Vodafone
35796,2/27/2015,0.03347,Cyprus - Mobile - MTN
357942,2/27/2015,0.03347,Cyprus - Mobile - MTN
35795,2/27/2015,0.05547,Cyprus - Mobile - Primetel
357700,2/27/2015,0.16173,Cyprus - NGN
3577777,2/27/2015,0.16173,Cyprus - NGN
420,2/27/2015,0.01933,Czech Republic
42072,2/27/2015,0.0748,Czech Republic - Mobile - O2
420601,2/27/2015,0.0748,Czech Republic - Mobile - O2
420602,2/27/2015,0.0748,Czech Republic - Mobile - O2
420606,2/27/2015,0.0748,Czech Republic - Mobile - O2
420607,2/27/2015,0.0748,Czech Republic - Mobile - O2
420702,2/27/2015,0.0748,Czech Republic - Mobile - O2
420703,2/27/2015,0.0748,Czech Republic - Mobile - O2
420705,2/27/2015,0.0748,Czech Republic - Mobile - O2
420961,2/27/2015,0.0748,Czech Republic - Mobile - O2
420962,2/27/2015,0.0748,Czech Republic - Mobile - O2
420966,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207920,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207921,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207922,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207923,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207924,2/27/2015,0.0748,Czech Republic - Mobile - O2
4207925,2/27/2015,0.0748,Czech Republic - Mobile - O2
42079,2/27/2015,0.0748,Czech Republic - Mobile - Other
420840,2/27/2015,0.0748,Czech Republic - Mobile - Other
420841,2/27/2015,0.0748,Czech Republic - Mobile - Other
420842,2/27/2015,0.0748,Czech Republic - Mobile - Other
420847,2/27/2015,0.0748,Czech Republic - Mobile - Other
420848,2/27/2015,0.0748,Czech Republic - Mobile - Other
420849,2/27/2015,0.0748,Czech Republic - Mobile - Other
42073,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42093,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420603,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420604,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420605,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420963,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420964,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
420965,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42070300,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42077273,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42079083,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42079950,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42079951,2/27/2015,0.0748,Czech Republic - Mobile - T-Mobile
42077,2/27/2015,0.0748,Czech Republic - Mobile - VODAFONE
420608,2/27/2015,0.0748,Czech Republic - Mobile - VODAFONE
420967,2/27/2015,0.0748,Czech Republic - Mobile - VODAFONE
4207040,2/27/2015,0.0748,Czech Republic - Mobile - VODAFONE
4207047,2/27/2015,0.0748,Czech Republic - Mobile - VODAFONE
45,2/27/2015,0.0076,Denmark
454281,2/27/2015,0.024,Denmark - Mobile - Barablu
454284,2/27/2015,0.024,Denmark - Mobile - Barablu
454285,2/27/2015,0.024,Denmark - Mobile - Barablu
454287,2/27/2015,0.024,Denmark - Mobile - Barablu
454288,2/27/2015,0.024,Denmark - Mobile - Barablu
454289,2/27/2015,0.024,Denmark - Mobile - Barablu
454290,2/27/2015,0.024,Denmark - Mobile - Barablu
454293,2/27/2015,0.024,Denmark - Mobile - Barablu
455063,2/27/2015,0.024,Denmark - Mobile - Barablu
455068,2/27/2015,0.024,Denmark - Mobile - Barablu
455069,2/27/2015,0.024,Denmark - Mobile - Barablu
456098,2/27/2015,0.024,Denmark - Mobile - Barablu
45311,2/27/2015,0.01787,Denmark - Mobile - H3G
45312,2/27/2015,0.01787,Denmark - Mobile - H3G
45314,2/27/2015,0.01787,Denmark - Mobile - H3G
45315,2/27/2015,0.01787,Denmark - Mobile - H3G
45316,2/27/2015,0.01787,Denmark - Mobile - H3G
45317,2/27/2015,0.01787,Denmark - Mobile - H3G
45426,2/27/2015,0.01787,Denmark - Mobile - H3G
45535,2/27/2015,0.01787,Denmark - Mobile - H3G
45536,2/27/2015,0.01787,Denmark - Mobile - H3G
45537,2/27/2015,0.01787,Denmark - Mobile - H3G
45538,2/27/2015,0.01787,Denmark - Mobile - H3G
45605,2/27/2015,0.01787,Denmark - Mobile - H3G
45939,2/27/2015,0.01787,Denmark - Mobile - H3G
453130,2/27/2015,0.01787,Denmark - Mobile - H3G
453132,2/27/2015,0.01787,Denmark - Mobile - H3G
453133,2/27/2015,0.01787,Denmark - Mobile - H3G
453134,2/27/2015,0.01787,Denmark - Mobile - H3G
453135,2/27/2015,0.01787,Denmark - Mobile - H3G
453136,2/27/2015,0.01787,Denmark - Mobile - H3G
453137,2/27/2015,0.01787,Denmark - Mobile - H3G
453138,2/27/2015,0.01787,Denmark - Mobile - H3G
453139,2/27/2015,0.01787,Denmark - Mobile - H3G
454271,2/27/2015,0.01787,Denmark - Mobile - H3G
454272,2/27/2015,0.01787,Denmark - Mobile - H3G
454273,2/27/2015,0.01787,Denmark - Mobile - H3G
454274,2/27/2015,0.01787,Denmark - Mobile - H3G
454283,2/27/2015,0.01787,Denmark - Mobile - H3G
454291,2/27/2015,0.01787,Denmark - Mobile - H3G
454292,2/27/2015,0.01787,Denmark - Mobile - H3G
454294,2/27/2015,0.01787,Denmark - Mobile - H3G
454295,2/27/2015,0.01787,Denmark - Mobile - H3G
455211,2/27/2015,0.01787,Denmark - Mobile - H3G
455212,2/27/2015,0.01787,Denmark - Mobile - H3G
458185,2/27/2015,0.01787,Denmark - Mobile - H3G
4531310,2/27/2015,0.01787,Denmark - Mobile - H3G
4531311,2/27/2015,0.01787,Denmark - Mobile - H3G
4531313,2/27/2015,0.01787,Denmark - Mobile - H3G
4531314,2/27/2015,0.01787,Denmark - Mobile - H3G
4531315,2/27/2015,0.01787,Denmark - Mobile - H3G
4531316,2/27/2015,0.01787,Denmark - Mobile - H3G
4531317,2/27/2015,0.01787,Denmark - Mobile - H3G
4531318,2/27/2015,0.01787,Denmark - Mobile - H3G
4531319,2/27/2015,0.01787,Denmark - Mobile - H3G
45318,2/27/2015,0.01787,Denmark - Mobile - Lycamobile
455064,2/27/2015,0.01787,Denmark - Mobile - Lycamobile
452,2/27/2015,0.01787,Denmark - Mobile - Other
4581,2/27/2015,0.01787,Denmark - Mobile - Other
4591,2/27/2015,0.01787,Denmark - Mobile - Other
4592,2/27/2015,0.01787,Denmark - Mobile - Other
4593,2/27/2015,0.01787,Denmark - Mobile - Other
45300,2/27/2015,0.01787,Denmark - Mobile - Other
45310,2/27/2015,0.01787,Denmark - Mobile - Other
45400,2/27/2015,0.01787,Denmark - Mobile - Other
45410,2/27/2015,0.01787,Denmark - Mobile - Other
45420,2/27/2015,0.01787,Denmark - Mobile - Other
45510,2/27/2015,0.01787,Denmark - Mobile - Other
45520,2/27/2015,0.01787,Denmark - Mobile - Other
45530,2/27/2015,0.01787,Denmark - Mobile - Other
45600,2/27/2015,0.01787,Denmark - Mobile - Other
45610,2/27/2015,0.01787,Denmark - Mobile - Other
45710,2/27/2015,0.01787,Denmark - Mobile - Other
453235,2/27/2015,0.01787,Denmark - Mobile - Other
457173,2/27/2015,0.01787,Denmark - Mobile - Other
457193,2/27/2015,0.01787,Denmark - Mobile - Other
457196,2/27/2015,0.01787,Denmark - Mobile - Other
457197,2/27/2015,0.01787,Denmark - Mobile - Other
457198,2/27/2015,0.01787,Denmark - Mobile - Other
457199,2/27/2015,0.01787,Denmark - Mobile - Other
45201,2/27/2015,0.01787,Denmark - Mobile - TDC
45202,2/27/2015,0.01787,Denmark - Mobile - TDC
45203,2/27/2015,0.01787,Denmark - Mobile - TDC
45204,2/27/2015,0.01787,Denmark - Mobile - TDC
45205,2/27/2015,0.01787,Denmark - Mobile - TDC
45211,2/27/2015,0.01787,Denmark - Mobile - TDC
45212,2/27/2015,0.01787,Denmark - Mobile - TDC
45213,2/27/2015,0.01787,Denmark - Mobile - TDC
45214,2/27/2015,0.01787,Denmark - Mobile - TDC
45215,2/27/2015,0.01787,Denmark - Mobile - TDC
45216,2/27/2015,0.01787,Denmark - Mobile - TDC
45217,2/27/2015,0.01787,Denmark - Mobile - TDC
45218,2/27/2015,0.01787,Denmark - Mobile - TDC
45219,2/27/2015,0.01787,Denmark - Mobile - TDC
45231,2/27/2015,0.01787,Denmark - Mobile - TDC
45232,2/27/2015,0.01787,Denmark - Mobile - TDC
45233,2/27/2015,0.01787,Denmark - Mobile - TDC
45234,2/27/2015,0.01787,Denmark - Mobile - TDC
45235,2/27/2015,0.01787,Denmark - Mobile - TDC
45236,2/27/2015,0.01787,Denmark - Mobile - TDC
45237,2/27/2015,0.01787,Denmark - Mobile - TDC
45238,2/27/2015,0.01787,Denmark - Mobile - TDC
45241,2/27/2015,0.01787,Denmark - Mobile - TDC
45242,2/27/2015,0.01787,Denmark - Mobile - TDC
45243,2/27/2015,0.01787,Denmark - Mobile - TDC
45244,2/27/2015,0.01787,Denmark - Mobile - TDC
45245,2/27/2015,0.01787,Denmark - Mobile - TDC
45246,2/27/2015,0.01787,Denmark - Mobile - TDC
45247,2/27/2015,0.01787,Denmark - Mobile - TDC
45248,2/27/2015,0.01787,Denmark - Mobile - TDC
